CustomerID,Segment,recency,frequency,monetary,aov,tenure_days,R_score,F_score,M_score,RFM_total,primary_country
13816,At Risk,23,2,499.67,249.835,40,4.0,3.0,3.0,10.0,Germany
13817,At Risk,29,2,328.98,164.49,322,4.0,3.0,2.0,9.0,Germany
13821,Hibernating,144,2,385.64,192.82,116,2.0,3.0,2.0,7.0,United Kingdom
13822,At Risk,5,2,632.0,316.0,34,5.0,3.0,3.0,11.0,United Kingdom
13823,At Risk,18,2,957.66,478.83,72,4.0,3.0,4.0,11.0,United Kingdom
13824,Loyal Customers,32,5,1698.94,339.788,277,4.0,3.0,4.0,11.0,United Kingdom
13826,Hibernating,176,1,189.5,189.5,0,2.0,3.0,1.0,6.0,United Kingdom
13827,Loyal Customers,57,3,409.8,136.6,85,3.0,3.0,2.0,8.0,United Kingdom
13831,Champions,16,6,2198.45,366.4083333333333,353,4.0,3.0,5.0,12.0,United Kingdom
13832,At Risk,19,1,52.199999999999996,52.199999999999996,0,4.0,3.0,1.0,8.0,United Kingdom
13833,Hibernating,159,1,383.85,383.85,0,2.0,3.0,2.0,7.0,United Kingdom
13835,Loyal Customers,25,4,834.57,208.6425,190,4.0,3.0,3.0,10.0,United Kingdom
13837,Hibernating,211,2,266.59000000000003,133.29500000000002,105,1.0,3.0,2.0,6.0,United Kingdom
13838,At Risk,5,4,674.82,168.705,364,5.0,3.0,3.0,11.0,United Kingdom
13842,Loyal Customers,58,9,3385.62,376.18,308,3.0,3.0,5.0,11.0,United Kingdom
13844,At Risk,11,1,361.62,361.62,0,5.0,3.0,2.0,10.0,United Kingdom
13846,Loyal Customers,24,3,865.0600000000001,288.35333333333335,335,4.0,3.0,4.0,11.0,United Kingdom
13849,Loyal Customers,51,2,1537.95,768.975,119,3.0,3.0,4.0,10.0,United Kingdom
13850,Loyal Customers,129,1,1595.48,1595.48,0,2.0,3.0,4.0,9.0,United Kingdom
13853,Loyal Customers,57,1,1090.14,1090.14,0,3.0,3.0,4.0,10.0,United Kingdom
13858,Hibernating,57,1,216.17,216.17,0,3.0,3.0,1.0,7.0,United Kingdom
13859,Hibernating,326,1,201.16,201.16,0,1.0,3.0,1.0,5.0,United Kingdom
13860,Champions,1,5,1245.9,249.18,85,5.0,3.0,4.0,12.0,United Kingdom
13862,Champions,18,8,2209.36,276.17,314,4.0,3.0,5.0,12.0,United Kingdom
13863,Hibernating,247,1,305.78,305.78,0,1.0,3.0,2.0,6.0,United Kingdom
13865,Loyal Customers,58,4,501.56,125.39,231,3.0,3.0,3.0,9.0,United Kingdom
13866,Hibernating,74,1,145.67000000000002,145.67000000000002,0,2.0,3.0,1.0,6.0,United Kingdom
13867,Loyal Customers,31,3,1005.09,335.03000000000003,186,4.0,3.0,4.0,11.0,United Kingdom
13869,Loyal Customers,123,4,3083.65,770.9125,233,2.0,3.0,5.0,10.0,United Kingdom
13870,Champions,2,8,2770.94,346.3675,285,5.0,3.0,5.0,13.0,United Kingdom
13871,Champions,22,13,6403.25,492.5576923076923,286,4.0,3.0,5.0,12.0,United Kingdom
13873,Hibernating,119,3,389.6,129.86666666666667,190,2.0,3.0,2.0,7.0,United Kingdom
13874,Hibernating,358,1,540.45,540.45,0,1.0,3.0,3.0,7.0,United Kingdom
13875,Loyal Customers,53,5,1786.79,357.358,247,3.0,3.0,4.0,10.0,United Kingdom
13876,Hibernating,63,1,122.7,122.7,0,3.0,3.0,1.0,7.0,United Kingdom
13878,Loyal Customers,54,1,1271.57,1271.57,0,3.0,3.0,4.0,10.0,United Kingdom
13880,Champions,21,13,3219.77,247.67461538461538,345,4.0,3.0,5.0,12.0,United Kingdom
13882,Champions,2,5,1191.13,238.22600000000003,61,5.0,3.0,4.0,12.0,United Kingdom
13883,Champions,10,5,2674.48,534.896,242,5.0,3.0,5.0,13.0,United Kingdom
13884,At Risk,7,5,787.6,157.52,276,5.0,3.0,3.0,11.0,United Kingdom
13885,Hibernating,189,2,506.8,253.4,11,1.0,3.0,3.0,7.0,United Kingdom
13886,Hibernating,71,1,243.56,243.56,0,2.0,3.0,2.0,7.0,United Kingdom
13887,Hibernating,204,1,349.55,349.55,0,1.0,3.0,2.0,6.0,United Kingdom
13888,Hibernating,119,2,595.67,297.835,98,2.0,3.0,3.0,8.0,United Kingdom
13889,Hibernating,92,1,416.90000000000003,416.90000000000003,0,2.0,3.0,2.0,7.0,United Kingdom
13890,Champions,1,10,1883.81,188.381,357,5.0,3.0,5.0,13.0,United Kingdom
13893,Hibernating,297,1,821.1,821.1,0,1.0,3.0,3.0,7.0,United Kingdom
13894,At Risk,23,3,564.62,188.20666666666668,286,4.0,3.0,3.0,10.0,United Kingdom
13895,Loyal Customers,28,4,2593.07,648.2675,136,4.0,3.0,5.0,12.0,United Kingdom
13897,Hibernating,50,1,311.15999999999997,311.15999999999997,0,3.0,3.0,2.0,8.0,United Kingdom
13898,Hibernating,325,1,155.93,155.93,0,1.0,3.0,1.0,5.0,United Kingdom
13899,At Risk,16,2,388.52,194.26,258,4.0,3.0,2.0,9.0,United Kingdom
13900,Loyal Customers,183,3,740.95,246.98333333333335,79,1.0,3.0,3.0,7.0,United Kingdom
13901,Loyal Customers,72,5,2867.2000000000003,573.44,246,2.0,3.0,5.0,10.0,United Kingdom
13904,At Risk,37,2,332.64,166.32,257,3.0,3.0,2.0,8.0,United Kingdom
13908,Loyal Customers,79,4,2319.55,579.8875,196,2.0,3.0,5.0,10.0,United Kingdom
13911,Loyal Customers,57,9,2580.91,286.7677777777778,251,3.0,3.0,5.0,11.0,United Kingdom
13914,At Risk,11,2,626.45,313.225,24,5.0,3.0,3.0,11.0,United Kingdom
13917,At Risk,49,2,272.04,136.02,141,3.0,3.0,2.0,8.0,United Kingdom
13919,Hibernating,59,2,348.81,174.405,62,3.0,3.0,2.0,8.0,Denmark
13922,Hibernating,351,1,172.25,172.25,0,1.0,3.0,1.0,5.0,United Kingdom
13923,Hibernating,53,1,351.13,351.13,0,3.0,3.0,2.0,8.0,United Kingdom
13924,Champions,1,6,1838.8500000000001,306.475,70,5.0,3.0,5.0,13.0,United Kingdom
13925,Loyal Customers,92,4,678.25,169.5625,42,2.0,3.0,3.0,8.0,United Kingdom
13926,At Risk,23,1,223.85000000000002,223.85000000000002,0,4.0,3.0,1.0,8.0,United Kingdom
13927,Hibernating,74,1,348.99,348.99,0,2.0,3.0,2.0,7.0,United Kingdom
13928,At Risk,10,4,464.57,116.1425,122,5.0,3.0,3.0,11.0,United Kingdom
13929,Hibernating,169,2,842.65,421.325,157,2.0,3.0,3.0,8.0,United Kingdom
13930,Hibernating,57,2,337.34,168.67,78,3.0,3.0,2.0,8.0,United Kingdom
13931,Loyal Customers,95,2,1237.53,618.765,185,2.0,3.0,4.0,9.0,United Kingdom
13932,Hibernating,294,1,307.4,307.4,0,1.0,3.0,2.0,6.0,United Kingdom
13933,Hibernating,109,2,608.7900000000001,304.39500000000004,39,2.0,3.0,3.0,8.0,United Kingdom
13934,Hibernating,263,1,922.1,922.1,0,1.0,3.0,4.0,8.0,United Kingdom
13936,Hibernating,179,1,376.58,376.58,0,2.0,3.0,2.0,7.0,United Kingdom
13937,Hibernating,169,1,158.85,158.85,0,2.0,3.0,1.0,6.0,United Kingdom
13938,Hibernating,35,1,71.66,71.66,0,3.0,3.0,1.0,7.0,United Kingdom
13939,At Risk,23,3,568.55,189.51666666666665,288,4.0,3.0,3.0,10.0,United Kingdom
13940,Loyal Customers,17,4,839.14,209.785,126,4.0,3.0,3.0,10.0,United Kingdom
13947,Hibernating,65,1,90.6,90.6,0,3.0,3.0,1.0,7.0,United Kingdom
13948,Hibernating,360,1,102.0,102.0,0,1.0,3.0,1.0,5.0,United Kingdom
13949,Champions,2,6,2427.32,404.55333333333334,91,5.0,3.0,5.0,13.0,United Kingdom
13950,At Risk,11,4,745.06,186.265,235,5.0,3.0,3.0,11.0,United Kingdom
13951,Loyal Customers,176,3,674.45,224.8166666666667,118,2.0,3.0,3.0,8.0,United Kingdom
13952,Loyal Customers,217,2,3251.071,1625.5355,20,1.0,3.0,5.0,9.0,United Kingdom
13954,At Risk,1,2,439.92,219.96,69,5.0,3.0,2.0,10.0,United Kingdom
13955,Hibernating,154,2,322.96,161.48,151,2.0,3.0,2.0,7.0,United Kingdom
13956,Champions,5,5,1019.27,203.85399999999998,266,5.0,3.0,4.0,12.0,United Kingdom
13959,Loyal Customers,79,3,594.04,198.01333333333332,283,2.0,3.0,3.0,8.0,United Kingdom
13960,At Risk,21,2,230.22,115.11,50,4.0,3.0,1.0,8.0,United Kingdom
13962,At Risk,21,2,169.54999999999998,84.77499999999999,223,4.0,3.0,1.0,8.0,United Kingdom
13963,Loyal Customers,308,4,664.54,166.135,59,1.0,3.0,3.0,7.0,United Kingdom
13969,Champions,7,18,9024.17,501.34277777777777,357,5.0,3.0,5.0,13.0,United Kingdom
13971,Champions,18,8,2758.26,344.7825,266,4.0,3.0,5.0,12.0,United Kingdom
13972,Hibernating,70,2,190.25,95.125,131,2.0,3.0,1.0,6.0,United Kingdom
13973,Hibernating,287,1,264.7,264.7,0,1.0,3.0,2.0,6.0,United Kingdom
13974,Hibernating,49,1,413.59000000000003,413.59000000000003,0,3.0,3.0,2.0,8.0,United Kingdom
13975,Loyal Customers,31,6,2461.2400000000002,410.2066666666667,245,4.0,3.0,5.0,12.0,United Kingdom
13976,Hibernating,206,1,357.98,357.98,0,1.0,3.0,2.0,6.0,United Kingdom
13979,Hibernating,73,1,869.87,869.87,0,2.0,3.0,4.0,9.0,United Kingdom
13980,Hibernating,60,1,200.14000000000001,200.14000000000001,0,3.0,3.0,1.0,7.0,United Kingdom
13982,Loyal Customers,39,4,1871.81,467.9525,326,3.0,3.0,5.0,11.0,United Kingdom
13983,Champions,29,12,2603.43,216.9525,337,4.0,3.0,5.0,12.0,United Kingdom
13985,Champions,4,15,7060.13,470.67533333333336,260,5.0,3.0,5.0,13.0,United Kingdom
13988,Champions,19,6,4147.96,691.3266666666667,234,4.0,3.0,5.0,12.0,United Kingdom
13990,Hibernating,213,1,311.3,311.3,0,1.0,3.0,2.0,6.0,United Kingdom
13991,Loyal Customers,12,6,851.88,141.98,131,5.0,3.0,4.0,12.0,United Kingdom
13992,Hibernating,30,1,76.8,76.8,0,4.0,3.0,1.0,8.0,United Kingdom
13993,Champions,42,9,3466.36,385.1511111111111,287,3.0,3.0,5.0,11.0,United Kingdom
13994,Champions,3,6,2274.14,379.0233333333333,144,5.0,3.0,5.0,13.0,United Kingdom
13995,Loyal Customers,15,5,1393.69,278.738,230,4.0,3.0,4.0,11.0,United Kingdom
13999,Champions,10,12,3901.81,325.1508333333333,351,5.0,3.0,5.0,13.0,United Kingdom
14002,Hibernating,134,2,529.73,264.865,22,2.0,3.0,3.0,8.0,United Kingdom
14004,Loyal Customers,43,7,4582.64,654.6628571428572,245,3.0,3.0,5.0,11.0,United Kingdom
14009,Hibernating,198,2,695.61,347.805,7,1.0,3.0,3.0,7.0,United Kingdom
14012,Hibernating,277,1,328.8,328.8,0,1.0,3.0,2.0,6.0,United Kingdom
14013,Loyal Customers,110,3,473.02,157.67333333333332,165,2.0,3.0,3.0,8.0,United Kingdom
14015,At Risk,52,1,917.34,917.34,0,3.0,3.0,4.0,10.0,United Kingdom
14016,Loyal Customers,161,4,4291.21,1072.8025,195,2.0,3.0,5.0,10.0,EIRE
14019,Loyal Customers,46,3,1421.61,473.86999999999995,91,3.0,3.0,4.0,10.0,United Kingdom
14020,At Risk,16,2,642.8,321.4,71,4.0,3.0,3.0,10.0,United Kingdom
14021,Loyal Customers,155,3,631.9,210.63333333333333,101,2.0,3.0,3.0,8.0,United Kingdom
14022,Hibernating,225,1,440.0,440.0,0,1.0,3.0,2.0,6.0,United Kingdom
14023,At Risk,7,2,584.07,292.035,242,5.0,3.0,3.0,11.0,United Kingdom
14024,Hibernating,121,2,327.7,163.85,2,2.0,3.0,2.0,7.0,United Kingdom
14027,Hibernating,60,1,104.82,104.82,0,3.0,3.0,1.0,7.0,United Kingdom
14029,Hibernating,63,2,467.66,233.83,80,3.0,3.0,3.0,9.0,United Kingdom
14030,Champions,18,8,2358.84,294.855,348,4.0,3.0,5.0,12.0,United Kingdom
14032,Champions,2,11,2975.59,270.5081818181818,364,5.0,3.0,5.0,13.0,United Kingdom
14034,At Risk,22,3,648.89,216.29666666666665,135,4.0,3.0,3.0,10.0,United Kingdom
14035,Loyal Customers,28,5,1428.02,285.604,268,4.0,3.0,4.0,11.0,United Kingdom
14036,Hibernating,284,1,626.65,626.65,0,1.0,3.0,3.0,7.0,United Kingdom
14037,Hibernating,176,2,147.20000000000002,73.60000000000001,188,2.0,3.0,1.0,6.0,United Kingdom
14038,Loyal Customers,78,3,1560.38,520.1266666666667,128,2.0,3.0,4.0,9.0,United Kingdom
14039,At Risk,33,1,152.2,152.2,0,3.0,3.0,1.0,7.0,United Kingdom
14040,Champions,40,12,3560.32,296.6933333333333,290,3.0,3.0,5.0,11.0,United Kingdom
14041,Hibernating,266,1,141.41,141.41,0,1.0,3.0,1.0,5.0,United Kingdom
14044,Loyal Customers,26,4,646.42,161.605,283,4.0,3.0,3.0,10.0,United Kingdom
14047,Champions,8,5,1308.6100000000001,261.72200000000004,364,5.0,3.0,4.0,12.0,United Kingdom
14048,Hibernating,305,1,409.93,409.93,0,1.0,3.0,2.0,6.0,United Kingdom
14049,Champions,16,4,5578.72,1394.68,301,4.0,3.0,5.0,12.0,United Kingdom
14050,At Risk,31,2,746.36,373.18,74,4.0,3.0,3.0,10.0,United Kingdom
14051,Champions,0,23,15610.390000000001,678.7126086956522,365,5.0,3.0,5.0,13.0,United Kingdom
14052,At Risk,19,1,225.36,225.36,0,4.0,3.0,1.0,8.0,United Kingdom
14054,Hibernating,65,1,92.46,92.46,0,3.0,3.0,1.0,7.0,United Kingdom
14056,Champions,1,23,8152.71,354.46565217391304,282,5.0,3.0,5.0,13.0,United Kingdom
14057,Champions,23,17,6211.66,365.39176470588234,336,4.0,3.0,5.0,12.0,United Kingdom
14059,Hibernating,266,1,183.6,183.6,0,1.0,3.0,1.0,5.0,United Kingdom
14066,Hibernating,266,1,152.55,152.55,0,1.0,3.0,1.0,5.0,United Kingdom
14067,Hibernating,63,2,374.7,187.35,32,3.0,3.0,2.0,8.0,United Kingdom
14068,Hibernating,320,1,265.85,265.85,0,1.0,3.0,2.0,6.0,United Kingdom
14071,Champions,3,8,1422.75,177.84375,261,5.0,3.0,4.0,12.0,United Kingdom
14073,At Risk,32,1,151.04,151.04,0,4.0,3.0,1.0,8.0,United Kingdom
14075,At Risk,4,3,942.26,314.08666666666664,256,5.0,3.0,4.0,12.0,United Kingdom
14076,Hibernating,129,1,118.67,118.67,0,2.0,3.0,1.0,6.0,United Kingdom
14077,Loyal Customers,40,5,499.42,99.884,233,3.0,3.0,3.0,9.0,United Kingdom
14078,Loyal Customers,101,6,1049.37,174.89499999999998,271,2.0,3.0,4.0,9.0,United Kingdom
14080,Hibernating,32,1,45.599999999999994,45.599999999999994,0,4.0,3.0,1.0,8.0,United Kingdom
14081,Hibernating,302,2,921.62,460.81,67,1.0,3.0,4.0,8.0,United Kingdom
14082,Hibernating,364,1,182.25,182.25,0,1.0,3.0,1.0,5.0,United Kingdom
14083,Champions,4,9,1002.9,111.43333333333334,367,5.0,3.0,4.0,12.0,United Kingdom
14085,Champions,2,18,4421.29,245.62722222222223,366,5.0,3.0,5.0,13.0,United Kingdom
14087,At Risk,2,1,191.47,191.47,0,5.0,3.0,1.0,9.0,United Kingdom
14089,Hibernating,56,1,158.75,158.75,0,3.0,3.0,1.0,7.0,United Kingdom
14092,Champions,7,14,4076.91,291.2078571428571,350,5.0,3.0,5.0,13.0,United Kingdom
14093,At Risk,12,1,433.86,433.86,0,5.0,3.0,2.0,10.0,United Kingdom
14096,Champions,4,17,53258.43,3132.8488235294117,97,5.0,3.0,5.0,13.0,United Kingdom
14098,Hibernating,36,1,147.35,147.35,0,3.0,3.0,1.0,7.0,United Kingdom
14099,Champions,16,11,3104.17,282.1972727272727,338,4.0,3.0,5.0,12.0,United Kingdom
14100,Hibernating,137,1,191.95,191.95,0,2.0,3.0,1.0,6.0,United Kingdom
14102,Champions,5,5,1105.8799999999999,221.176,39,5.0,3.0,4.0,12.0,United Kingdom
14104,Hibernating,154,2,216.20999999999998,108.10499999999999,11,2.0,3.0,1.0,6.0,United Kingdom
14105,Hibernating,239,1,1266.23,1266.23,0,1.0,3.0,4.0,8.0,United Kingdom
14107,Loyal Customers,51,7,2703.23,386.17571428571426,312,3.0,3.0,5.0,11.0,United Kingdom
14108,At Risk,30,2,597.91,298.955,70,4.0,3.0,3.0,10.0,United Kingdom
14109,Hibernating,72,1,144.2,144.2,0,2.0,3.0,1.0,6.0,United Kingdom
14110,Champions,3,12,5683.15,473.5958333333333,263,5.0,3.0,5.0,13.0,United Kingdom
14112,Champions,22,7,2915.15,416.45,253,4.0,3.0,5.0,12.0,United Kingdom
14114,Hibernating,273,2,386.53,193.265,56,1.0,3.0,2.0,6.0,United Kingdom
14116,Loyal Customers,19,5,1382.74,276.548,101,4.0,3.0,4.0,11.0,United Kingdom
14121,Champions,3,4,2780.15,695.0375,56,5.0,3.0,5.0,13.0,United Kingdom
14125,Loyal Customers,10,3,2720.63,906.8766666666667,67,5.0,3.0,5.0,13.0,United Kingdom
14127,Loyal Customers,122,3,709.71,236.57000000000002,187,2.0,3.0,3.0,8.0,United Kingdom
14128,Loyal Customers,60,2,637.5,318.75,195,3.0,3.0,3.0,9.0,United Kingdom
14129,Champions,1,5,1123.8600000000001,224.77200000000002,259,5.0,3.0,4.0,12.0,United Kingdom
14130,Hibernating,319,1,480.90999999999997,480.90999999999997,0,1.0,3.0,3.0,7.0,United Kingdom
14132,Champions,2,11,3586.0299999999997,326.00272727272727,181,5.0,3.0,5.0,13.0,United Kingdom
14133,Loyal Customers,129,3,605.64,201.88,186,2.0,3.0,3.0,8.0,United Kingdom
14138,At Risk,1,2,965.8800000000001,482.94000000000005,62,5.0,3.0,4.0,12.0,United Kingdom
14139,At Risk,46,1,415.82,415.82,0,3.0,3.0,2.0,8.0,United Kingdom
14140,At Risk,3,2,935.05,467.525,27,5.0,3.0,4.0,12.0,United Kingdom
14141,At Risk,2,4,915.13,228.7825,102,5.0,3.0,4.0,12.0,United Kingdom
14142,Hibernating,373,1,311.81,311.81,0,1.0,3.0,2.0,6.0,United Kingdom
14143,Hibernating,133,1,115.8,115.8,0,2.0,3.0,1.0,6.0,United Kingdom
14146,Champions,8,5,4191.0,838.2,348,5.0,3.0,5.0,13.0,United Kingdom
14148,Hibernating,233,1,157.2,157.2,0,1.0,3.0,1.0,5.0,United Kingdom
14149,Hibernating,220,1,446.62,446.62,0,1.0,3.0,2.0,6.0,United Kingdom
14150,At Risk,35,2,658.64,329.32,324,3.0,3.0,3.0,9.0,United Kingdom
14152,Loyal Customers,75,2,621.29,310.645,158,2.0,3.0,3.0,8.0,United Kingdom
14154,Loyal Customers,239,2,1345.62,672.81,0,1.0,3.0,4.0,8.0,United Kingdom
14155,Hibernating,266,1,118.75,118.75,0,1.0,3.0,1.0,5.0,United Kingdom
14157,At Risk,19,2,424.89000000000004,212.44500000000002,265,4.0,3.0,2.0,9.0,United Kingdom
14158,At Risk,40,1,507.65999999999997,507.65999999999997,0,3.0,3.0,3.0,9.0,United Kingdom
14159,Champions,19,11,4627.98,420.7254545454545,343,4.0,3.0,5.0,12.0,United Kingdom
14161,Loyal Customers,215,3,1097.62,365.8733333333333,153,1.0,3.0,4.0,8.0,United Kingdom
14162,Hibernating,173,2,289.36,144.68,118,2.0,3.0,2.0,7.0,United Kingdom
14163,Loyal Customers,87,4,2445.91,611.4775,151,2.0,3.0,5.0,10.0,United Kingdom
14165,Hibernating,275,1,120.44,120.44,0,1.0,3.0,1.0,5.0,United Kingdom
14167,Loyal Customers,39,4,562.59,140.6475,291,3.0,3.0,3.0,9.0,United Kingdom
14171,Hibernating,98,1,363.79,363.79,0,2.0,3.0,2.0,7.0,United Kingdom
14173,At Risk,10,4,450.84,112.71,208,5.0,3.0,2.0,10.0,United Kingdom
14174,At Risk,33,1,134.46,134.46,0,3.0,3.0,1.0,7.0,United Kingdom
14175,Loyal Customers,59,3,3222.3,1074.1000000000001,269,3.0,3.0,5.0,11.0,United Kingdom
14176,Loyal Customers,297,4,576.9000000000001,144.22500000000002,70,1.0,3.0,3.0,7.0,United Kingdom
14177,Loyal Customers,86,4,549.46,137.365,93,2.0,3.0,3.0,8.0,United Kingdom
14178,Champions,8,7,1580.26,225.75142857142856,173,5.0,3.0,4.0,12.0,United Kingdom
14179,At Risk,40,2,701.57,350.785,11,3.0,3.0,3.0,9.0,United Kingdom
14180,Champions,10,25,4748.52,189.94080000000002,361,5.0,3.0,5.0,13.0,United Kingdom
14184,Hibernating,66,1,452.89,452.89,0,3.0,3.0,2.0,8.0,United Kingdom
14185,Hibernating,331,1,197.65,197.65,0,1.0,3.0,1.0,5.0,United Kingdom
14188,Loyal Customers,30,6,2054.36,342.3933333333334,279,4.0,3.0,5.0,12.0,United Kingdom
14189,Champions,2,15,4654.08,310.272,366,5.0,3.0,5.0,13.0,United Kingdom
14191,Champions,1,13,4684.76,360.36615384615385,218,5.0,3.0,5.0,13.0,United Kingdom
14193,Loyal Customers,67,2,853.39,426.695,201,3.0,3.0,4.0,10.0,United Kingdom
14194,Champions,4,21,11349.52,540.4533333333334,303,5.0,3.0,5.0,13.0,United Kingdom
14198,Loyal Customers,18,4,701.4,175.35,221,4.0,3.0,3.0,10.0,United Kingdom
14199,Hibernating,218,1,185.39999999999998,185.39999999999998,0,1.0,3.0,1.0,5.0,United Kingdom
14201,Loyal Customers,60,7,747.44,106.77714285714286,299,3.0,3.0,3.0,9.0,United Kingdom
14204,At Risk,2,1,150.61,150.61,0,5.0,3.0,1.0,9.0,United Kingdom
14205,At Risk,16,2,466.7,233.35,247,4.0,3.0,3.0,10.0,United Kingdom
14206,Hibernating,239,1,328.15999999999997,328.15999999999997,0,1.0,3.0,2.0,6.0,United Kingdom
14208,Hibernating,94,1,151.74,151.74,0,2.0,3.0,1.0,6.0,United Kingdom
14209,Champions,10,6,2073.43,345.57166666666666,321,5.0,3.0,5.0,13.0,United Kingdom
14210,Loyal Customers,105,6,1905.8400000000001,317.64000000000004,265,2.0,3.0,5.0,10.0,United Kingdom
14211,Loyal Customers,53,9,2241.1,249.0111111111111,241,3.0,3.0,5.0,11.0,United Kingdom
14214,Loyal Customers,30,5,1004.38,200.876,246,4.0,3.0,4.0,11.0,United Kingdom
14215,Champions,11,6,1789.72,298.2866666666667,356,5.0,3.0,4.0,12.0,United Kingdom
14216,Champions,3,4,1839.3,459.825,34,5.0,3.0,5.0,13.0,United Kingdom
14217,Champions,1,17,2004.98,117.94,364,5.0,3.0,5.0,13.0,United Kingdom
14218,Hibernating,42,1,169.48000000000002,169.48000000000002,0,3.0,3.0,1.0,7.0,United Kingdom
14219,At Risk,4,1,89.94,89.94,0,5.0,3.0,1.0,9.0,United Kingdom
14220,Hibernating,247,2,632.4,316.2,110,1.0,3.0,3.0,7.0,United Kingdom
14221,Champions,42,9,3432.7999999999997,381.4222222222222,296,3.0,3.0,5.0,11.0,United Kingdom
14222,Hibernating,177,1,683.17,683.17,0,2.0,3.0,3.0,8.0,United Kingdom
14223,Loyal Customers,92,3,991.13,330.37666666666667,171,2.0,3.0,4.0,9.0,United Kingdom
14224,Loyal Customers,110,4,1009.73,252.4325,209,2.0,3.0,4.0,9.0,United Kingdom
14226,Loyal Customers,28,5,2214.79,442.95799999999997,240,4.0,3.0,5.0,12.0,United Kingdom
14227,Champions,26,10,3350.96,335.096,258,4.0,3.0,5.0,12.0,United Kingdom
14229,Loyal Customers,51,3,1547.2,515.7333333333333,281,3.0,3.0,4.0,10.0,United Kingdom
14231,Loyal Customers,183,3,925.71,308.57,104,1.0,3.0,4.0,8.0,United Kingdom
14232,Loyal Customers,42,5,2048.07,409.61400000000003,221,3.0,3.0,5.0,11.0,United Kingdom
14233,Loyal Customers,49,4,1462.72,365.68,268,3.0,3.0,4.0,10.0,United Kingdom
14234,Loyal Customers,22,4,754.12,188.53,35,4.0,3.0,3.0,10.0,United Kingdom
14237,Hibernating,373,1,161.0,161.0,0,1.0,3.0,1.0,5.0,United Kingdom
14238,Hibernating,326,1,146.85,146.85,0,1.0,3.0,1.0,5.0,United Kingdom
14239,Champions,43,11,2380.85,216.4409090909091,272,3.0,3.0,5.0,11.0,United Kingdom
14240,At Risk,30,2,890.34,445.17,195,4.0,3.0,4.0,11.0,United Kingdom
14241,Hibernating,183,1,213.70000000000002,213.70000000000002,0,1.0,3.0,1.0,5.0,United Kingdom
14242,Hibernating,234,2,280.55,140.275,91,1.0,3.0,2.0,6.0,United Kingdom
14243,Champions,8,10,2588.77,258.877,357,5.0,3.0,5.0,13.0,United Kingdom
14245,Loyal Customers,219,2,1693.45,846.725,43,1.0,3.0,4.0,8.0,United Kingdom
14246,Loyal Customers,110,3,1474.06,491.3533333333333,135,2.0,3.0,4.0,9.0,United Kingdom
14247,Hibernating,278,1,136.77,136.77,0,1.0,3.0,1.0,5.0,United Kingdom
14248,Hibernating,318,1,302.58,302.58,0,1.0,3.0,2.0,6.0,United Kingdom
14250,Loyal Customers,7,3,1904.05,634.6833333333333,82,5.0,3.0,5.0,13.0,United Kingdom
14256,Hibernating,260,2,969.0600000000001,484.53000000000003,104,1.0,3.0,4.0,8.0,United Kingdom
14257,Loyal Customers,64,5,3099.7200000000003,619.9440000000001,254,3.0,3.0,5.0,11.0,United Kingdom
14259,Hibernating,141,1,120.0,120.0,0,2.0,3.0,1.0,6.0,United Kingdom
14261,Loyal Customers,50,2,1163.45,581.725,27,3.0,3.0,4.0,10.0,United Kingdom
14262,Champions,8,8,2618.23,327.27875,232,5.0,3.0,5.0,13.0,United Kingdom
14264,Hibernating,154,2,333.97,166.985,90,2.0,3.0,2.0,7.0,United Kingdom
14265,Hibernating,109,2,530.18,265.09,39,2.0,3.0,3.0,8.0,Unspecified
14267,Loyal Customers,162,3,1516.24,505.41333333333336,97,2.0,3.0,4.0,9.0,United Kingdom
14270,Hibernating,331,1,492.65000000000003,492.65000000000003,0,1.0,3.0,3.0,7.0,United Kingdom
14271,Hibernating,225,1,112.32,112.32,0,1.0,3.0,1.0,5.0,United Kingdom
14272,Hibernating,73,2,437.96,218.98,180,2.0,3.0,2.0,7.0,United Kingdom
14273,Loyal Customers,51,4,559.97,139.9925,190,3.0,3.0,3.0,9.0,United Kingdom
14276,Loyal Customers,98,3,1119.74,373.24666666666667,191,2.0,3.0,4.0,9.0,United Kingdom
14277,Loyal Customers,15,3,4152.0,1384.0,197,4.0,3.0,5.0,12.0,France
14280,Hibernating,196,1,134.04,134.04,0,1.0,3.0,1.0,5.0,United Kingdom
14282,Champions,3,15,3701.44,246.76266666666666,364,5.0,3.0,5.0,13.0,United Kingdom
14284,At Risk,30,2,595.25,297.625,55,4.0,3.0,3.0,10.0,United Kingdom
14286,Loyal Customers,23,3,4628.75,1542.9166666666667,219,4.0,3.0,5.0,12.0,United Kingdom
14288,Hibernating,213,1,426.6,426.6,0,1.0,3.0,2.0,6.0,United Kingdom
14289,Champions,8,6,911.26,151.87666666666667,280,5.0,3.0,4.0,12.0,United Kingdom
14290,Champions,11,5,2314.65,462.93,350,5.0,3.0,5.0,13.0,United Kingdom
14291,Champions,1,11,3883.25,353.02272727272725,273,5.0,3.0,5.0,13.0,United Kingdom
14292,Champions,7,9,4871.93,541.3255555555556,275,5.0,3.0,5.0,13.0,United Kingdom
14293,At Risk,3,4,1046.56,261.64,365,5.0,3.0,4.0,12.0,United Kingdom
